Participant_ID,Activity_Type,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Timestamp
1,Arm Waving,-0.383,-0.873,2.911,225.071,431.256,306.095,1728015338
1,Arm Waving,-2.147,8.982,-3.997,-234.367,-143.317,213.073,1728015338
1,Arm Waving,3.529,-3.741,-6.374,88.046,-403.241,421.547,1728015338
1,Arm Waving,3.778,-4.863,0.392,-375.544,-367.551,-112.232,1728015338
1,Arm Waving,2.774,7.196,-8.582,-116.223,131.183,11.248,1728015338
1,Arm Waving,9.988,-7.768,3.934,323.831,209.838,-251.403,1728015338
1,Arm Waving,5.642,-4.442,9.005,-431.48,7.618,-231.404,1728015338
1,Arm Waving,-2.346,-7.573,9.731,-153.857,-209.373,-71.873,1728015339
1,Arm Waving,-7.952,-1.878,-0.608,375.381,323.353,-402.551,1728015339
1,Arm Waving,8.047,2.971,4.929,-165.867,23.461,-408.245,1728015339
1,Arm Waving,6.837,-8.207,6.824,208.171,-451.592,310.895,1728015339
1,Arm Waving,-4.01,-2.129,-6.761,268.13,353.875,-329.622,1728015339
1,Arm Waving,-4.566,-5.811,-0.239,-444.215,-13.494,484.903,1728015339
1,Arm Waving,-0.303,2.61,5.789,181.038,116.288,-61.376,1728015339
1,Arm Waving,7.436,8.806,-3.906,415.608,122.073,-491.556,1728015339
1,Arm Waving,-6.907,8.824,-2.383,430.581,-179.462,-20.821,1728015339
1,Arm Waving,1.898,1.267,0.836,-401.954,-178.875,-467.352,1728015339
1,Arm Waving,8.871,2.537,3.369,135.924,-309.276,-230.526,1728015340
1,Arm Waving,-2.433,7.566,6.926,497.826,-92.677,424.523,1728015340
1,Arm Waving,6.287,6.107,9.476,39.811,394.155,-13.626,1728015340
1,Arm Waving,0.011,8.779,-6.974,-430.933,-429.833,79.143,1728015340
1,Arm Waving,9.289,-1.894,-4.924,161.759,-137.165,345.211,1728015340
1,Arm Waving,9.173,7.135,-5.404,-57.523,-418.053,-190.822,1728015340
1,Arm Waving,-9.896,-0.015,-7.021,-456.463,401.307,292.19,1728015340
1,Arm Waving,7.738,0.545,8.078,18.348,-9.741,-153.653,1728015340
1,Arm Waving,4.959,-1.066,-4.686,-237.959,-6.408,14.237,1728015340
1,Arm Waving,5.621,-5.072,-4.798,334.4,46.641,279.115,1728015340
1,Arm Waving,4.101,-0.551,8.779,-73.183,-47.798,-483.908,1728015341
1,Arm Waving,5.645,5.996,-1.901,-170.108,48.142,-371.585,1728015341
1,Arm Waving,1.927,-2.618,1.495,-321.482,287.812,-440.37,1728015341
1,Arm Waving,-2.033,2.319,-0.582,338.569,249.586,101.724,1728015341
1,Arm Waving,-7.873,2.498,-9.964,107.741,175.577,323.805,1728015341
1,Arm Waving,-0.633,-2.857,2.687,300.835,-309.348,-310.227,1728015341
1,Arm Waving,1.48,4.151,7.266,-177.285,235.595,-466.448,1728015341
1,Arm Waving,-2.638,-8.272,-5.417,382.249,126.603,62.28,1728015341
1,Arm Waving,2.242,7.645,2.539,-472.037,68.497,248.955,1728015341
1,Arm Waving,-7.929,-4.639,-7.993,-113.122,361.026,-104.502,1728015341
1,Arm Waving,3.543,-1.54,2.224,-258.295,-40.564,291.339,1728015342
1,Arm Waving,-6.465,5.252,-5.473,-333.481,-21.254,-124.013,1728015342
1,Arm Waving,4.836,8.688,3.432,484.641,365.411,-428.333,1728015342
1,Arm Waving,-5.9,3.717,-7.338,338.573,-45.599,130.215,1728015342
1,Arm Waving,1.933,-6.581,-7.113,-177.444,-194.382,343.042,1728015342
1,Arm Waving,3.643,-0.845,-3.01,-202.905,158.168,302.596,1728015342
1,Arm Waving,-0.43,5.813,9.082,269.459,433.246,120.097,1728015342
1,Arm Waving,-5.297,9.693,-3.732,-340.276,256.289,318.191,1728015342
1,Arm Waving,1.184,0.091,-0.722,-165.399,-215.459,-312.006,1728015342
1,Arm Waving,-7.968,-3.993,-2.069,213.687,-233.188,-143.914,1728015342
1,Arm Waving,4.399,7.914,-7.947,-164.074,130.442,-225.307,1728015343
1,Arm Waving,3.616,0.677,1.32,148.243,380.137,-414.77,1728015343
1,Arm Waving,-2.829,4.743,4.196,191.746,392.685,184.526,1728015343
1,Arm Waving,-1.956,3.073,-6.805,-11.312,100.007,117.688,1728015343
1,Arm Waving,-6.811,3.427,-1.64,314.043,49.589,-103.362,1728015343
1,Arm Waving,0.146,-2.118,0.943,458.054,-143.201,328.482,1728015343
1,Arm Waving,-0.406,-1.353,3.96,-484.084,243.907,-451.867,1728015343
1,Arm Waving,5.496,-6.117,-4.883,433.307,-420.822,120.327,1728015343
1,Arm Waving,2.837,3.126,-8.887,-205.846,389.791,-419.05,1728015343
1,Arm Waving,-4.6,-1.099,-9.429,181.323,361.09,-301.919,1728015343
1,Arm Waving,-3.443,-8.477,5.316,154.535,162.052,-285.244,1728015344
1,Arm Waving,-7.943,9.798,-8.864,460.543,401.169,277.148,1728015344
1,Arm Waving,6.411,5.103,-9.832,-126.516,-126.584,460.56,1728015344
1,Arm Waving,6.219,1.888,7.694,-187.658,156.152,176.776,1728015344
1,Arm Waving,-9.009,-1.411,7.558,-154.849,-117.527,-231.205,1728015344
1,Arm Waving,-0.54,-0.358,8.422,203.456,130.013,-207.957,1728015344
1,Arm Waving,1.813,6.259,-5.659,-261.656,182.707,491.151,1728015344
1,Arm Waving,-8.788,8.423,4.029,200.637,-441.951,-223.479,1728015344
1,Arm Waving,1.901,-9.322,-8.327,-198.612,-264.261,252.026,1728015344
1,Arm Waving,0.183,-6.777,0.023,-125.005,230.227,-449.729,1728015344
1,Arm Waving,-3.726,-6.538,-5.961,-81.294,-194.028,156.343,1728015345
1,Arm Waving,-7.552,-7.292,6.59,89.655,103.923,-398.349,1728015345
1,Arm Waving,-0.038,7.667,-2.428,-206.801,-286.822,160.652,1728015345
1,Arm Waving,5.493,-5.728,5.092,-147.063,-281.771,308.479,1728015345
1,Arm Waving,2.421,0.275,-2.144,136.245,-476.709,177.624,1728015345
1,Arm Waving,-3.533,2.327,-2.909,-36.143,-130.874,-35.871,1728015345
1,Arm Waving,1.393,-2.669,-2.399,-58.905,182.268,-417.737,1728015345
1,Arm Waving,-1.73,3.033,3.058,206.163,-72.691,-485.195,1728015345
1,Arm Waving,-1.759,0.84,-1.177,-448.111,-257.13,-455.727,1728015345
1,Arm Waving,2.391,-5.785,7.683,162.021,-361.479,-257.695,1728015345
1,Arm Waving,1.997,-7.44,-7.522,-403.72,-325.128,-125.685,1728015346
1,Arm Waving,0.792,-5.702,8.261,-409.669,262.146,-47.341,1728015346
1,Arm Waving,-2.076,1.858,8.361,463.95,-369.875,451.065,1728015346
1,Arm Waving,-6.309,2.623,0.263,478.426,263.127,332.298,1728015346
1,Arm Waving,2.091,0.883,4.875,-340.303,-13.752,-266.551,1728015346
1,Arm Waving,6.697,5.706,2.609,-213.345,-246.993,-478.043,1728015346
1,Arm Waving,8.154,8.636,7.213,54.923,-40.7,483.23,1728015346
1,Arm Waving,-1.055,-8.92,-1.695,330.442,68.455,241.268,1728015346
1,Arm Waving,-0.885,-9.697,-5.871,449.159,481.533,202.689,1728015346
1,Arm Waving,3.264,8.244,-0.382,-345.571,48.659,473.145,1728015346
1,Arm Waving,-3.873,-9.946,-3.149,462.226,485.234,96.912,1728015347
1,Arm Waving,6.136,2.264,8.575,-165.784,-221.781,-133.595,1728015347
1,Arm Waving,-0.302,-8.804,4.181,67.904,-361.674,-25.952,1728015347
1,Arm Waving,-7.182,-0.246,7.919,496.39,-181.298,330.066,1728015347
1,Arm Waving,6.336,-6.136,-9.476,-130.479,421.528,-297.329,1728015347
1,Arm Waving,0.869,6.584,-0.674,466.144,485.203,-193.126,1728015347
1,Arm Waving,0.447,8.347,-3.414,-411.514,332.913,286.706,1728015347
1,Arm Waving,7.447,-3.458,-7.003,19.647,309.103,-199.656,1728015347
1,Arm Waving,3.158,-6.028,1.654,400.868,287.01,-345.089,1728015347
1,Arm Waving,-5.763,-1.393,2.18,-467.974,465.365,306.399,1728015347
1,Arm Waving,9.302,9.582,-3.867,47.45,451.246,423.445,1728015348
1,Arm Waving,9.019,-5.912,7.254,468.983,-409.791,-11.697,1728015348
1,Arm Waving,4.658,-0.476,-4.15,-190.178,-347.693,177.41,1728015348
1,Arm Waving,9.909,-3.604,4.28,278.705,385.233,-204.637,1728015348
1,Arm Waving,-2.127,-3.412,7.792,-85.143,295.705,160.263,1728015348
1,Arm Waving,3.718,-8.49,3.528,-158.67,-490.546,209.089,1728015348
1,Arm Waving,1.789,0.771,0.403,278.015,-80.359,-327.36,1728015348
1,Arm Waving,8.172,6.646,3.421,-364.374,-95.644,172.532,1728015348
1,Arm Waving,7.842,-0.29,-0.177,-67.118,437.426,432.268,1728015348
1,Arm Waving,-2.57,0.7,-8.943,-101.328,-245.478,144.671,1728015349
1,Arm Waving,1.024,0.16,9.582,210.97,-147.173,-66.956,1728015349
1,Arm Waving,8.133,6.691,8.245,2.982,137.857,328.525,1728015349
1,Arm Waving,9.782,-2.433,6.856,292.434,-123.113,-458.032,1728015349
1,Arm Waving,6.445,-1.624,1.05,349.86,-308.196,-381.056,1728015349
1,Arm Waving,-6.229,-5.792,-4.241,250.887,381.332,293.788,1728015349
1,Arm Waving,-7.225,-3.056,-2.434,302.343,-114.672,-90.142,1728015349
1,Arm Waving,8.45,-3.788,8.226,253.692,-474.568,-386.882,1728015349
1,Arm Waving,-9.345,6.048,-2.627,-246.762,128.319,353.64,1728015349
1,Arm Waving,3.816,-6.078,8.448,-38.634,47.404,477.153,1728015349
1,Arm Waving,-6.077,-0.621,-6.831,-193.945,265.407,-178.35,1728015350
1,Arm Waving,2.334,-1.203,5.488,-165.4,-194.986,149.609,1728015350
1,Arm Waving,3.338,-6.258,8.321,-276.837,133.723,15.197,1728015350
1,Arm Waving,-3.711,3.946,-9.881,-105.405,308.934,177.943,1728015350
1,Arm Waving,6.56,0.187,3.875,396.705,102.769,-283.4,1728015350
1,Arm Waving,8.291,0.991,-4.794,15.245,-160.079,-104.885,1728015350
1,Arm Waving,-7.378,5.474,0.18,0.471,-476.532,-11.254,1728015350
1,Arm Waving,-5.788,-7.412,2.908,-411.924,151.839,497.801,1728015350
1,Arm Waving,0.361,9.678,8.404,97.591,373.179,-494.628,1728015350
1,Arm Waving,-4.056,-4.64,-4.88,-30.009,415.17,-188.505,1728015350
1,Arm Waving,-6.369,-7.521,-6.656,8.158,-298.436,-343.833,1728015351
1,Arm Waving,-7.032,-3.401,0.632,323.512,-476.889,126.575,1728015351
1,Arm Waving,-2.697,2.532,5.138,298.336,-402.823,249.304,1728015351
1,Arm Waving,4.319,9.304,7.748,-309.328,78.242,73.516,1728015351
1,Arm Waving,-8.215,6.876,-8.766,441.951,41.662,299.613,1728015351
1,Arm Waving,9.906,9.786,7.442,-441.06,432.345,-111.64,1728015351
1,Arm Waving,7.407,-7.029,7.944,200.467,479.414,167.525,1728015351
1,Arm Waving,3.137,-4.106,-8.424,-408.668,-173.318,222.443,1728015351
1,Arm Waving,-0.116,-9.567,4.268,276.696,-402.428,153.291,1728015351
1,Arm Waving,1.992,2.803,-0.624,10.544,420.052,-7.894,1728015351
1,Arm Waving,-3.702,7.899,8.655,461.635,-276.588,-480.378,1728015352
1,Arm Waving,-3.746,3.853,0.771,377.584,-200.093,-28.068,1728015352
1,Arm Waving,0.852,-1.513,-9.183,-391.685,-187.7,189.577,1728015352
1,Arm Waving,-3.513,-7.049,-8.335,-479.479,472.429,-55.992,1728015352
1,Arm Waving,-1.174,-3.006,-9.352,-169.399,276.296,-294.035,1728015352
1,Arm Waving,-3.223,-1.291,6.491,-159.599,136.292,297.893,1728015352
1,Arm Waving,7.485,-6.29,-0.884,-407.405,292.834,457.165,1728015352
1,Arm Waving,6.313,7.465,-5.971,245.392,466.209,211.746,1728015352
1,Arm Waving,-0.802,-7.932,8.041,-145.479,407.449,-393.642,1728015352
1,Arm Waving,-7.642,-4.986,-0.846,-431.955,-138.235,407.826,1728015352
1,Arm Waving,8.578,7.763,-4.822,148.903,1.894,418.566,1728015353
1,Arm Waving,3.114,-6.289,7.207,453.199,322.941,-127.578,1728015353
1,Arm Waving,-3.204,5.427,-3.352,-6.301,48.202,42.741,1728015353
1,Arm Waving,8.576,-0.508,-0.803,-75.486,-298.023,325.829,1728015353
1,Arm Waving,-0.006,2.719,5.03,-87.43,-39.757,35.073,1728015353
1,Arm Waving,-0.013,-6.363,-0.017,-423.004,262.824,277.391,1728015353
1,Arm Waving,1.484,6.029,-3.889,-165.349,-33.864,98.692,1728015353
1,Arm Waving,-8.82,7.262,5.886,-332.662,411.052,-258.523,1728015353
1,Arm Waving,-1.198,-9.549,2.006,-347.206,-16.555,-367.559,1728015353
1,Arm Waving,2.222,-4.41,-4.36,99.986,-279.633,-12.75,1728015353
1,Arm Waving,-4.8,-0.165,-1.121,410.751,61.923,-203.887,1728015354
1,Arm Waving,-0.806,3.036,7.177,-135.115,-462.664,-43.468,1728015354
1,Arm Waving,0.923,-2.714,7.094,469.892,450.166,-330.54,1728015354
1,Arm Waving,-9.083,-9.605,-7.855,334.72,-307.051,242.371,1728015354
1,Arm Waving,-4.958,-2.989,-0.7,151.468,-44.48,430.538,1728015354
1,Arm Waving,-5.413,0.893,-6.794,106.88,-22.602,-75.308,1728015354
1,Arm Waving,4.326,-1.782,5.349,-331.78,-183.086,-420.334,1728015354
1,Arm Waving,-4.362,3.426,-8.444,-251.939,-12.015,468.413,1728015354
1,Arm Waving,-5.66,-8.028,1.268,265.688,-478.275,-447.729,1728015354
1,Arm Waving,3.93,6.813,-3.459,-450.009,-231.243,-68.256,1728015354
1,Arm Waving,7.965,-1.542,-8.206,-434.43,-91.812,-318.4,1728015355
1,Arm Waving,-6.354,-5.308,-3.857,-450.967,-245.014,-287.652,1728015355
1,Arm Waving,-7.439,7.572,9.944,193.71,321.857,-87.713,1728015355
1,Arm Waving,-4.63,1.905,-2.166,-148.022,68.009,17.437,1728015355
1,Arm Waving,-8.941,3.347,-7.445,-393.881,-483.536,386.573,1728015355
1,Arm Waving,-9.283,-5.058,7.416,240.22,472.273,158.918,1728015355
1,Arm Waving,-4.993,2.534,5.429,-184.016,-88.733,424.773,1728015355
1,Arm Waving,0.507,5.285,7.713,-281.622,365.938,174.875,1728015355
1,Arm Waving,6.612,-5.387,-4.664,112.431,-439.566,79.655,1728015355
1,Arm Waving,-4.283,6.775,-4.089,-441.38,443.165,-360.009,1728015355
1,Arm Waving,9.372,3.405,3.565,-3.108,498.602,-97.076,1728015356
1,Arm Waving,-1.77,9.226,3.447,-102.224,-213.449,-123.416,1728015356
1,Arm Waving,8.222,4.771,-5.164,110.75,-412.831,-60.505,1728015356
1,Arm Waving,-0.619,-1.034,2.362,154.73,327.106,337.885,1728015356
1,Arm Waving,4.943,-6.355,1.884,422.076,253.827,-32.111,1728015356
1,Arm Waving,-4.511,-7.091,-0.966,292.323,-393.87,-14.048,1728015356
1,Arm Waving,7.683,1.67,7.968,-478.134,-338.199,436.286,1728015356
1,Arm Waving,7.079,-2.968,-9.905,196.718,-280.321,484.695,1728015356
1,Arm Waving,-0.391,-5.285,-2.949,-472.273,-265.587,-278.778,1728015356
1,Arm Waving,9.847,1.145,-9.267,37.134,-396.789,-170.525,1728015356
1,Arm Waving,-3.362,-9.403,-5.805,285.137,-326.176,358.205,1728015357
1,Arm Waving,-6.109,-6.354,1.757,429.593,93.055,-252.19,1728015357
1,Arm Waving,2.311,-8.833,4.347,216.782,279.632,498.638,1728015357
1,Arm Waving,-2.918,-2.651,0.004,-282.247,-289.08,147.978,1728015357
1,Arm Waving,8.639,-8.047,-1.133,-277.645,254.909,-118.046,1728015357
1,Arm Waving,1.891,8.12,-4.187,274.76,-37.926,10.976,1728015357
1,Arm Waving,4.096,9.861,-5.573,-127.741,124.438,-281.113,1728015357
1,Arm Waving,-6.227,-7.334,-7.379,490.613,-284.31,-297.03,1728015357
1,Arm Waving,9.478,-2.345,1.477,-194.026,159.384,315.853,1728015357
1,Arm Waving,3.23,2.754,-3.626,341.829,287.865,-34.805,1728015357
1,Arm Waving,8.983,2.924,-8.03,382.863,151.196,-245.58,1728015358
1,Arm Waving,-4.08,1.733,5.861,-234.68,-306.835,470.13,1728015358
1,Arm Waving,9.173,8.617,-7.953,129.33,-289.352,227.114,1728015358
1,Arm Waving,-7.666,8.942,-5.91,390.33,-444.648,-455.955,1728015358
1,Arm Waving,8.252,8.548,0.933,-426.303,478.441,483.269,1728015358
1,Arm Waving,6.038,0.024,-2.16,459.192,21.763,-166.612,1728015358
1,Arm Waving,5.732,-1.659,5.065,-307.927,-50.102,330.46,1728015358
1,Arm Waving,-7.175,8.766,-3.114,60.561,-262.708,384.783,1728015358
1,Arm Waving,-9.994,-6.808,-2.351,421.513,115.145,489.522,1728015358
1,Arm Waving,-8.128,-6.635,7.038,422.332,-214.936,-350.804,1728015358
1,Arm Waving,5.732,-0.538,3.35,-350.504,-374.37,162.767,1728015359
1,Arm Waving,2.721,3.612,4.511,-211.757,-444.403,-216.471,1728015359
1,Arm Waving,-9.471,4.724,2.4,-464.37,-185.458,-374.432,1728015359
1,Arm Waving,7.352,2.321,3.244,148.575,140.295,-462.18,1728015359
1,Arm Waving,-7.748,1.619,9.78,121.112,171.1,-299.015,1728015359
1,Arm Waving,8.495,9.673,3.565,-134.532,46.805,42.133,1728015359
1,Arm Waving,-2.73,5.811,0.713,459.843,147.008,-112.1,1728015359
1,Arm Waving,-3.463,0.825,-1.046,211.558,268.387,-470.731,1728015359
1,Arm Waving,2.471,-6.647,7.361,-70.065,356.75,162.11,1728015359
1,Arm Waving,0.479,7.376,-3.548,474.73,310.452,335.36,1728015359
1,Arm Waving,-3.562,-1.322,3.26,-182.005,129.351,-171.093,1728015360
1,Arm Waving,-7.32,3.056,5.21,37.732,-90.606,-359.566,1728015360
1,Arm Waving,4.614,-9.125,6.531,444.433,135.433,-31.049,1728015360
1,Arm Waving,2.018,-5.025,-6.058,-406.945,430.432,73.737,1728015360
1,Arm Waving,8.163,0.062,0.426,384.05,93.496,442.895,1728015360
1,Arm Waving,-1.576,-9.701,4.062,-122.504,-277.768,213.25,1728015360
1,Arm Waving,-7.162,-5.498,9.233,-0.588,-221.254,106.063,1728015360
1,Arm Waving,-6.661,9.883,-6.881,489.306,173.191,100.341,1728015360
1,Arm Waving,6.605,5.541,-6.552,-410.997,306.257,29.681,1728015360
1,Arm Waving,1.214,-8.314,-6.723,-7.125,322.53,251.753,1728015360
1,Arm Waving,-3.794,2.018,-8.024,76.579,-87.074,-78.179,1728015361
1,Arm Waving,-5.98,6.65,1.214,219.173,-128.333,412.446,1728015361
1,Arm Waving,-9.646,-7.698,-0.194,334.688,-373.792,-430.451,1728015361
1,Arm Waving,7.304,-9.081,3.502,216.732,282.7,-125.472,1728015361
1,Arm Waving,-6.39,0.482,-9.738,-277.76,140.727,140.619,1728015361
1,Arm Waving,-2.267,-1.27,-2.301,-402.159,-146.099,-182.495,1728015361
1,Arm Waving,5.689,2.582,9.288,294.087,247.353,-48.429,1728015361
1,Arm Waving,8.383,-5.731,3.213,-326.345,-426.279,-383.752,1728015361
1,Arm Waving,-6.811,0.108,1.986,-307.305,141.137,-4.013,1728015361
1,Arm Waving,-6.196,2.792,-6.252,370.868,437.122,497.485,1728015361
1,Arm Waving,-0.286,7.339,-8.281,-126.341,-468.381,-309.1,1728015362
1,Arm Waving,3.352,6.617,-1.545,-482.448,-60.462,-73.286,1728015362
1,Arm Waving,3.226,-6.026,-6.637,-67.876,-180.834,-259.523,1728015362
1,Arm Waving,2.278,1.762,-3.821,-134.951,442.618,-179.8,1728015362
1,Arm Waving,7.533,-4.734,2.947,-66.88,-242.686,118.594,1728015362
1,Arm Waving,1.478,-6.376,8.398,-248.458,402.607,89.627,1728015362
1,Arm Waving,-2.81,2.667,-9.61,-85.592,-288.587,-382.787,1728015362
1,Arm Waving,-0.635,-2.689,0.618,212.19,197.755,-473.208,1728015362
1,Arm Waving,-2.135,3.086,-4.2,58.936,199.236,80.383,1728015362
1,Arm Waving,-7.663,-4.609,-0.097,-306.269,-21.162,44.713,1728015362
1,Arm Waving,-7.383,8.804,-2.717,-369.918,21.324,-436.521,1728015363
1,Arm Waving,0.102,-6.672,4.776,-87.303,192.895,-217.673,1728015363
1,Arm Waving,0.825,6.245,-8.354,-383.401,-417.691,58.98,1728015363
1,Arm Waving,4.702,-2.496,-2.538,173.626,-38.431,-422.254,1728015363
1,Arm Waving,1.16,9.473,-6.779,-230.23,434.57,219.788,1728015363
1,Arm Waving,4.715,-9.205,5.784,234.482,490.918,-292.501,1728015363
1,Arm Waving,-4.217,-9.519,3.933,413.957,-232.946,238.906,1728015363
1,Arm Waving,-3.72,-7.651,-9.326,408.721,-260.162,-456.966,1728015363
1,Arm Waving,7.574,-6.566,7.142,-146.015,283.435,-331.815,1728015363
1,Arm Waving,9.596,0.11,-9.797,-290.66,82.989,257.091,1728015363
1,Arm Waving,2.572,-5.678,6.932,115.251,232.017,153.897,1728015364
1,Arm Waving,2.789,-5.786,8.365,406.977,490.259,-23.373,1728015364
1,Arm Waving,-7.343,-8.545,4.636,-267.503,-16.455,-369.915,1728015364
1,Arm Waving,-0.718,-8.235,-0.041,-76.225,379.079,142.348,1728015364
1,Arm Waving,-6.921,-5.261,0.338,-152.665,-220.851,-252.202,1728015364
1,Arm Waving,-1.382,-0.119,-0.249,-467.507,-290.447,-83.237,1728015364
1,Arm Waving,-0.816,7.189,-8.113,357.343,73.895,205.019,1728015364
1,Arm Waving,-7.266,8.407,-2.305,-448.865,-194.865,228.073,1728015364
1,Arm Waving,4.872,-7.05,-9.951,-363.995,419.013,357.83,1728015364
1,Arm Waving,-9.315,-2.183,-9.29,410.894,360.392,337.72,1728015364
1,Arm Waving,4.952,4.748,7.769,-191.908,-10.288,345.597,1728015365
1,Arm Waving,0.738,-5.984,-0.761,-28.701,123.845,-496.69,1728015365
1,Sports Action,5.684,3.272,-0.425,-335.13,191.738,-1.978,1728015365
1,Sports Action,7.638,-7.581,9.128,-102.912,327.433,-282.359,1728015365
1,Sports Action,1.607,-2.01,-7.209,-406.346,-282.56,150.017,1728015365
1,Sports Action,7.547,4.079,5.722,-254.87,-133.844,-183.705,1728015365
1,Sports Action,-0.704,-8.945,-9.3,201.711,-17.512,-466.188,1728015365
1,Sports Action,0.319,-6.638,-9.086,-347.719,-378.519,-351.357,1728015365
1,Sports Action,-5.424,8.334,-8.974,154.865,194.461,333.292,1728015365
1,Sports Action,-6.159,-7.275,-4.459,70.142,198.558,143.03,1728015365
1,Sports Action,-5.82,-4.994,7.745,-368.916,257.876,119.795,1728015366
1,Sports Action,-4.578,8.529,8.006,17.635,316.603,-195.479,1728015366
1,Sports Action,7.753,8.129,1.815,254.719,-123.436,-405.983,1728015366
1,Sports Action,-0.948,-0.914,5.984,-81.098,325.859,101.391,1728015366
1,Sports Action,2.77,8.328,5.349,58.48,-169.851,199.794,1728015366
1,Sports Action,3.401,-5.911,6.227,466.837,-377.614,-3.345,1728015366
1,Sports Action,-4.89,-8.101,9.498,-71.379,-412.993,-138.302,1728015366
1,Sports Action,-6.794,-1.328,1.063,-483.646,271.696,169.707,1728015366
1,Sports Action,-9.053,5.166,3.785,-148.225,234.972,442.092,1728015366
1,Sports Action,-8.254,-4.618,0.981,-384.514,-182.955,17.772,1728015366
1,Sports Action,1.121,3.74,-1.827,166.271,-21.813,-266.661,1728015367
1,Sports Action,3.88,2.937,-5.91,140.406,459.434,-290.185,1728015367
1,Sports Action,0.829,7.224,-2.021,216.368,-99.474,-205.544,1728015367
1,Sports Action,-1.755,0.348,-3.243,104.584,40.623,-493.311,1728015367
1,Sports Action,7.294,4.939,8.308,-286.083,323.982,416.197,1728015367
1,Sports Action,9.661,7.563,-2.873,-154.56,129.989,-479.506,1728015367
1,Sports Action,2.915,1.015,-4.64,95.768,-147.163,-425.718,1728015367
1,Sports Action,2.892,1.872,-0.728,-456.573,-396.085,-133.787,1728015367
1,Sports Action,-5.153,3.014,-6.742,288.761,-479.129,137.648,1728015367
1,Sports Action,2.542,7.427,-0.667,173.144,449.169,-324.133,1728015367
1,Sports Action,-8.69,-7.163,-8.284,83.754,-474.351,374.358,1728015368
1,Sports Action,-8.562,-4.351,4.952,59.8,-160.081,357.993,1728015368
1,Sports Action,7.758,4.078,7.238,78.216,-117.91,-432.171,1728015368
1,Sports Action,-9.209,-6.088,-5.258,299.208,252.412,37.699,1728015368
1,Sports Action,9.054,9.166,8.912,-95.309,199.608,210.237,1728015368
1,Sports Action,-1.528,-0.784,-8.523,96.201,-90.546,102.689,1728015368
1,Sports Action,4.361,-9.879,2.479,141.715,470.447,254.791,1728015368
1,Sports Action,9.649,-2.966,0.172,-286.253,496.234,-352.899,1728015368
1,Sports Action,-7.252,-2.455,-0.404,-114.962,-88.228,332.585,1728015368
1,Sports Action,3.309,2.052,4.278,-235.715,154.163,478.299,1728015369
1,Sports Action,-3.417,1.108,-2.917,-324.774,391.776,301.891,1728015369
1,Sports Action,-2.188,-7.446,-5.693,145.648,-434.005,-3.296,1728015369
1,Sports Action,0.535,-4.311,3.554,-237.179,-106.053,-207.952,1728015369
1,Sports Action,-1.883,-4.724,8.189,-396.494,437.358,56.332,1728015369
1,Sports Action,-7.227,0.815,-4.993,-272.026,-432.955,-301.537,1728015369
1,Sports Action,0.78,2.574,-9.448,406.52,-393.296,-222.466,1728015369
1,Sports Action,6.32,-0.378,-3.612,45.309,421.225,159.087,1728015369
1,Sports Action,7.61,6.755,2.833,281.649,243.236,-364.532,1728015369
1,Sports Action,-7.654,-3.628,-7.953,-227.607,163.073,464.199,1728015369
1,Sports Action,9.957,6.555,2.639,125.018,-113.074,-403.2,1728015370
1,Sports Action,-5.576,4.729,-1.273,160.747,73.03,390.056,1728015370
1,Sports Action,-2.641,5.123,-2.199,13.218,-101.976,-457.835,1728015370
1,Sports Action,-9.663,9.516,0.853,-358.268,-306.274,-280.593,1728015370
1,Sports Action,8.082,6.428,-5.057,26.938,459.353,108.269,1728015370
1,Sports Action,-1.052,8.623,-0.226,200.962,-153.027,210.951,1728015370
1,Sports Action,-7.816,-1.272,2.677,-113.917,161.182,-54.2,1728015370
1,Sports Action,-8.133,8.538,-1.312,344.074,-345.355,-31.767,1728015370
1,Sports Action,-8.205,-3.898,-2.901,265.39,-180.633,-244.858,1728015370
1,Sports Action,3.811,-5.55,0.221,-376.717,205.848,-161.776,1728015370
1,Sports Action,3.721,-8.442,0.769,114.676,351.936,-422.371,1728015371
1,Sports Action,-9.228,-2.279,0.142,199.753,12.172,286.533,1728015371
1,Sports Action,3.891,2.194,-1.929,-183.422,476.269,-25.42,1728015371
1,Sports Action,-7.361,-3.686,2.875,-192.293,-431.254,431.881,1728015371
1,Sports Action,4.018,7.443,-3.542,207.138,186.066,-234.353,1728015371
1,Sports Action,7.057,6.284,1.87,-231.004,400.796,101.681,1728015371
1,Sports Action,5.733,-3.495,-5.332,482.299,-277.516,89.687,1728015371
1,Sports Action,1.698,-3.175,-8.856,-166.293,157.752,-489.709,1728015371
1,Sports Action,2.089,-0.751,-5.454,-122.579,3.205,-52.405,1728015371
1,Sports Action,1.548,7.267,-2.639,-91.549,57.63,-119.245,1728015371
1,Sports Action,8.492,-1.515,1.863,40.818,417.013,181.446,1728015372
1,Sports Action,-6.941,0.975,0.033,432.873,332.258,-346.069,1728015372
1,Sports Action,-6.949,0.398,-9.679,-492.902,-50.427,-261.481,1728015372
1,Sports Action,-3.579,-7.682,5.01,9.436,52.706,-356.631,1728015372
1,Sports Action,-0.827,6.581,6.718,-78.046,-35.902,138.817,1728015372
1,Sports Action,-0.089,8.436,-6.218,-176.803,89.59,62.258,1728015372
